job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
student,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,60705
admin.,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,51497
management,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,62209
technician,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,64476
unknown,married,unknown,unknown,no,no,cellular,aug,thu,nonexistent,no,36665
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,42360
management,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,35203
management,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,61103
self-employed,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,54473
technician,single,professional.course,no,yes,yes,cellular,aug,thu,nonexistent,no,42646
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,nonexistent,no,47650
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,nonexistent,no,65057
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,68048
technician,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,47526
technician,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,73856
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,60863
technician,divorced,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,70046
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,69402
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,49033
admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,44845
admin.,married,high.school,unknown,yes,no,cellular,aug,thu,nonexistent,no,38268
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,nonexistent,no,68987
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,60444
housemaid,married,high.school,unknown,no,no,cellular,aug,thu,nonexistent,no,39335
housemaid,married,high.school,unknown,yes,no,cellular,aug,thu,nonexistent,no,42464
technician,married,professional.course,unknown,no,no,cellular,aug,thu,nonexistent,no,38707
self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,nonexistent,yes,62806
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,37384
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,53026
blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,nonexistent,no,38048
blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,69787
entrepreneur,married,professional.course,no,yes,yes,cellular,aug,thu,nonexistent,no,61658
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,63875
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,52512
admin.,married,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,40898
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,53145
management,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,37609
admin.,divorced,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,74161
admin.,married,high.school,unknown,no,no,cellular,aug,thu,nonexistent,no,66510
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,yes,52560
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,70073
technician,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,46769
blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,nonexistent,no,57873
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,75231
housemaid,married,basic.4y,no,no,no,cellular,aug,thu,nonexistent,no,71450
technician,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,60345
blue-collar,married,unknown,unknown,unknown,unknown,cellular,aug,thu,nonexistent,no,66452
admin.,married,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,no,66583
admin.,married,basic.9y,no,no,no,cellular,aug,thu,nonexistent,no,43945
retired,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,53199
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,75662
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,74533
technician,married,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,65211
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,38329
admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,58154
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,73978
management,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,61957
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,nonexistent,no,37510
admin.,divorced,university.degree,no,yes,no,telephone,aug,thu,nonexistent,no,57300
blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,35308
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,69632
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,39883
technician,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,65998
admin.,married,unknown,unknown,yes,no,cellular,aug,thu,nonexistent,no,47046
self-employed,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,36060
blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,yes,42594
technician,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,68709
unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,41780
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,63628
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,yes,61605
admin.,married,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,49864
blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,nonexistent,no,58312
blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,66305
unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,35788
entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,53404
self-employed,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,38207
technician,divorced,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,65695
housemaid,married,basic.6y,no,yes,no,cellular,aug,thu,nonexistent,no,66574
unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,nonexistent,no,53351
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,59894
admin.,single,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,65003
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,yes,44726
admin.,married,high.school,unknown,yes,yes,cellular,aug,thu,nonexistent,no,47747
technician,married,university.degree,no,no,no,telephone,aug,thu,nonexistent,no,42120
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,51130
blue-collar,married,basic.4y,no,yes,yes,cellular,aug,thu,nonexistent,no,44606
technician,married,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,37634
management,married,university.degree,no,yes,no,telephone,aug,thu,nonexistent,no,61878
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,60606
admin.,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,70564
technician,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,55584
unemployed,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,53231
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,74083
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,45928
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,74894
admin.,single,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,64800
services,married,basic.6y,no,yes,no,cellular,aug,thu,nonexistent,no,54624
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,65288
technician,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,37820
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,70522
management,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no,54724
technician,married,high.school,unknown,yes,no,cellular,aug,fri,nonexistent,no,60131
self-employed,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,74681
technician,single,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,50366
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,no,42482
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,nonexistent,no,41730
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,47413
entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,71475
entrepreneur,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,40452
admin.,single,university.degree,no,yes,yes,cellular,aug,fri,nonexistent,no,69043
entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,fri,nonexistent,yes,36395
technician,married,high.school,no,no,no,telephone,aug,fri,nonexistent,yes,59414
admin.,married,university.degree,no,no,yes,cellular,aug,fri,nonexistent,no,59938
technician,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,49371
admin.,married,professional.course,unknown,yes,no,cellular,aug,fri,nonexistent,no,46703
technician,divorced,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,69616
technician,divorced,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,63475
admin.,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no,49504
technician,divorced,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,45673
services,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no,48264
admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,nonexistent,no,68811
technician,divorced,professional.course,no,no,yes,cellular,aug,fri,nonexistent,no,54250
unemployed,married,professional.course,unknown,no,no,cellular,aug,fri,nonexistent,no,72183
technician,divorced,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,70742
unemployed,married,professional.course,unknown,yes,no,cellular,aug,fri,nonexistent,no,58605
retired,married,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,56455
technician,married,high.school,unknown,no,no,cellular,aug,fri,nonexistent,no,65299
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,36329
self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,nonexistent,no,57546
housemaid,married,basic.9y,no,yes,no,cellular,aug,fri,nonexistent,no,52706
technician,married,university.degree,unknown,no,no,cellular,aug,fri,nonexistent,no,64602
technician,married,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,58433
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,71398
technician,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,73567
blue-collar,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no,56467
entrepreneur,married,basic.9y,no,no,no,cellular,aug,fri,nonexistent,no,45424
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,no,67561
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,no,44990
management,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,42323
admin.,married,high.school,no,yes,no,cellular,aug,fri,nonexistent,no,38794
technician,married,high.school,no,yes,yes,cellular,aug,fri,nonexistent,no,71138
retired,married,high.school,no,yes,no,cellular,aug,fri,nonexistent,no,62079
services,married,high.school,no,yes,no,cellular,aug,fri,nonexistent,no,66737
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,50706
technician,married,professional.course,unknown,no,no,cellular,aug,fri,nonexistent,no,75391
technician,single,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,38941
management,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,58273
management,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,70193
technician,married,professional.course,unknown,no,no,cellular,aug,fri,nonexistent,no,71501
admin.,divorced,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,37393
admin.,divorced,high.school,no,no,no,cellular,aug,fri,nonexistent,no,44927
technician,divorced,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,64669
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,65048
admin.,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,72860
housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,nonexistent,no,64107
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,nonexistent,no,47008
management,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,70866
technician,single,university.degree,no,yes,yes,cellular,aug,fri,nonexistent,no,63608
services,married,high.school,no,yes,no,cellular,aug,fri,nonexistent,no,44277
technician,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,43459
technician,married,university.degree,unknown,no,no,cellular,aug,fri,nonexistent,no,55179
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,yes,67136
technician,married,high.school,unknown,no,yes,cellular,aug,fri,nonexistent,no,37663
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,43330
admin.,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,69723
admin.,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,70402
admin.,married,university.degree,unknown,no,no,cellular,aug,fri,nonexistent,no,42814
technician,divorced,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,71680
technician,married,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,61816
admin.,married,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no,47093
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,55165
self-employed,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,51895
admin.,single,university.degree,unknown,no,no,cellular,aug,fri,nonexistent,no,60866
technician,married,high.school,unknown,no,no,cellular,aug,fri,nonexistent,yes,69007
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,65820
housemaid,married,basic.4y,no,no,no,cellular,aug,fri,nonexistent,no,43120
admin.,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no,73502
admin.,married,high.school,no,yes,no,cellular,aug,fri,nonexistent,no,37380
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,no,41865
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,34931
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,nonexistent,no,47072
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,47685
admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,nonexistent,no,63211
admin.,married,high.school,unknown,yes,yes,cellular,aug,fri,nonexistent,no,74907
admin.,married,university.degree,unknown,no,no,cellular,aug,fri,nonexistent,no,74220
technician,single,high.school,no,no,no,cellular,aug,fri,nonexistent,no,50889
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no,35569
technician,single,high.school,no,no,no,cellular,aug,fri,nonexistent,no,56876
admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,nonexistent,no,69172
housemaid,married,university.degree,unknown,no,yes,cellular,aug,fri,nonexistent,no,40374
admin.,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no,44527
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,61931
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no,61347
